customer_number,berlangganan_deposito
668342,0.1066927
538537,0.08659072
803156,0.40384808
798276,0.071691684
808968,0.14786208
233445,0.09613359
878457,0.07760566
257589,0.07173749
620716,0.6592704
492307,0.103182994
914249,0.08879907
814795,0.08138538
223327,0.12314034
999666,0.07992587
232597,0.0722126
732847,0.06183292
797579,0.49304977
238331,0.06215811
344632,0.08009302
678360,0.49300376
873791,0.126316
972455,0.393133
697697,0.09283345
995909,0.08417939
220057,0.10860917
776053,0.07110028
229253,0.07717373
404191,0.089334816
175798,0.09054102
305320,0.07749248
963293,0.08073832
494345,0.24807763
796487,0.06031003
902844,0.05063322
979285,0.076823354
236894,0.108214766
996596,0.07467755
496284,0.05192142
406779,0.05869553
838391,0.114276625
609622,0.09228631
524636,0.10261825
632879,0.0812618
880775,0.08014898
625921,0.08558833
953770,0.09126102
885556,0.095986895
240908,0.3576152
418944,0.07711468
278104,0.10293948
637269,0.35687783
440836,0.20155264
343235,0.07018341
990724,0.08165948
418601,0.07998382
548858,0.41748375
974002,0.04973865
217566,0.05935736
240047,0.07914436
980393,0.13780375
817291,0.08054731
256451,0.5145856
516430,0.06666623
942895,0.06692676
264370,0.080506146
451367,0.054806113
240715,0.095928885
964667,0.7303952
206119,0.09613219
627723,0.08776299
323589,0.18085131
898537,0.08338959
221875,0.45882377
771612,0.08240141
417966,0.052687015
229594,0.0571778
347237,0.07653366
720756,0.052636642
359387,0.06924707
502282,0.0818671
707891,0.13969508
701641,0.29244268
911058,0.068269946
778648,0.084043145
150740,0.057165373
726459,0.05028098
352835,0.08613494
998199,0.055774968
537770,0.0713741
913598,0.10281456
424160,0.071851015
891122,0.056029007
285053,0.08234482
180572,0.09329286
431017,0.099036075
623249,0.070540585
268030,0.5782509
733656,0.077267356
472161,0.07421582
105251,0.5046988
702364,0.09315462
406237,0.056845035
284252,0.6384671
422300,0.064656906
206226,0.08763261
112294,0.08514405
506467,0.09646914
779201,0.06932434
177181,0.08460194
739077,0.11116385
780166,0.3593398
715140,0.0828349
987739,0.056713592
610130,0.0688253
346603,0.05267539
396122,0.08766113
362859,0.32642892
122466,0.3594875
505563,0.10929245
208188,0.08471586
105897,0.06855012
936345,0.11365665
611401,0.090872884
893527,0.17243809
278044,0.056953356
507638,0.07701452
684265,0.1077117
953274,0.0636403
903090,0.1228553
550553,0.33067575
780792,0.1478514
774879,0.09191747
412912,0.06883152
888346,0.07660977
655159,0.079628654
417003,0.08185155
801696,0.071229964
812223,0.104883105
180807,0.07309447
776141,0.07142667
438243,0.36061123
345123,0.07058904
217136,0.11157452
668640,0.09098437
584534,0.05073381
951542,0.10342545
400005,0.37080398
292800,0.11272531
427255,0.080788404
478722,0.049411602
334717,0.07864971
959754,0.5131357
349631,0.28057417
660768,0.060251728
551886,0.08683745
103390,0.0890718
480980,0.10185538
504579,0.6792228
861856,0.0809777
154287,0.6206551
972101,0.058490857
855398,0.1473057
672857,0.056157477
353344,0.051961444
902979,0.6450891
665115,0.1251596
537589,0.09382348
299325,0.08898692
238839,0.08162169
660438,0.079470195
497205,0.072760694
437779,0.07182666
332773,0.105240434
597293,0.08455081
817638,0.23675814
216981,0.088214286
580720,0.078193404
128262,0.08172336
547771,0.08326953
274688,0.08376088
437111,0.40855548
603592,0.40798154
331864,0.09100615
132021,0.08382725
184088,0.06334685
429547,0.08079972
795809,0.24123225
663319,0.076320775
349035,0.08692014
331143,0.110432856
394480,0.10864665
985330,0.059540562
370460,0.09216619
202413,0.1278457
648274,0.05068274
436176,0.06572967
197958,0.067271926
926576,0.06811243
222881,0.08145223
868842,0.08280485
808019,0.06210548
844136,0.09250525
777515,0.070214935
226540,0.07062102
836103,0.076299265
953798,0.05534229
131344,0.08459389
887061,0.14059334
801165,0.30967006
967494,0.07334603
797111,0.08589459
997115,0.09033006
168095,0.054059952
510134,0.051745046
153929,0.087773986
559623,0.08536157
756131,0.11225349
261402,0.091547236
712521,0.08191514
177515,0.0710443
423199,0.084955476
157255,0.07823362
322970,0.076564826
947545,0.04994004
612007,0.09634559
746146,0.12803647
201485,0.05924228
331729,0.08814581
258994,0.06824938
569000,0.054342024
320431,0.07840659
846132,0.09857106
430149,0.08650815
151364,0.0687704
126300,0.078781165
883017,0.06783762
457251,0.07604874
324895,0.08027621
818690,0.36022323
862434,0.055567715
789451,0.07042214
107325,0.05786585
753602,0.06823198
356797,0.08313116
605955,0.075422116
789332,0.083570674
888709,0.07789754
678026,0.06630455
653139,0.08241497
158493,0.4724779
455434,0.11232887
830018,0.05260251
769323,0.080448486
622025,0.08319585
741319,0.12202137
682576,0.08797305
953486,0.05480378
796942,0.16279113
576899,0.1517233
964331,0.0536039
814878,0.06435469
505351,0.09560147
712482,0.07789163
142112,0.05590059
792093,0.08869834
173543,0.050079744
169935,0.08021307
311515,0.082223944
547136,0.07256039
284411,0.08290401
289820,0.10390835
603698,0.07716736
523077,0.12674557
758530,0.06861126
282707,0.09315462
616739,0.086151965
610217,0.0708329
221588,0.08302566
102294,0.08818011
239335,0.050034575
644179,0.07756945
724406,0.25528428
420048,0.06842794
298810,0.09624984
481721,0.07930936
477158,0.09573214
479409,0.07506967
905561,0.11998124
670154,0.08208599
523706,0.05164582
327232,0.071217485
262378,0.085872605
145404,0.0515981
191359,0.04912451
776698,0.09273952
496577,0.11054805
965943,0.09572497
474956,0.12049573
373556,0.08579214
950296,0.10430365
783965,0.0685573
461596,0.09253367
199401,0.077897765
413849,0.08397176
415825,0.462647
753852,0.09037765
687293,0.075366035
246613,0.08911065
156228,0.6733752
392728,0.09420038
311087,0.050821643
934925,0.32127354
457402,0.08259603
552919,0.08292252
389034,0.6470016
503787,0.05077061
700984,0.3663882
806991,0.18839525
674603,0.054357022
684591,0.32742178
816100,0.07839542
927824,0.38011113
191967,0.0938496
248968,0.056990143
235375,0.07642527
426540,0.08127081
103132,0.07917716
112674,0.052195024
485762,0.09398494
325685,0.07845326
201769,0.1081539
108973,0.33730572
819475,0.09225819
607041,0.049998533
615766,0.4681621
532736,0.1310822
731066,0.07889568
308180,0.70132166
562278,0.0983219
962037,0.23281643
145255,0.104951784
872647,0.12681067
516401,0.08522195
564105,0.0722637
203657,0.06747246
784507,0.07081852
596598,0.068988815
596729,0.08510535
987871,0.0722038
983467,0.34373406
653335,0.47816432
299026,0.0849512
278052,0.07170226
379822,0.06848821
802504,0.2628493
291700,0.075435735
463736,0.10619359
599909,0.08326087
381649,0.081751734
215841,0.121611945
653755,0.0696284
982993,0.073630854
115852,0.10467198
299575,0.052411385
295540,0.054586723
482818,0.070993416
681188,0.0867969
497001,0.053687185
174312,0.069197215
913706,0.08792463
604412,0.092405334
695737,0.050672956
560196,0.084289335
981487,0.068240225
486471,0.050084636
117759,0.09370075
599961,0.09558479
616151,0.0512689
885292,0.08148862
808264,0.09313571
926014,0.08290354
877129,0.076801494
322551,0.073920816
526309,0.08936081
308241,0.6313487
876709,0.11688027
556622,0.08052425
182939,0.06545176
350774,0.06948575
153572,0.15725827
720900,0.07341743
636292,0.05334905
907014,0.23770593
503043,0.08079891
126749,0.47233638
966138,0.08227439
819503,0.3411008
234113,0.057846263
126413,0.08618741
840566,0.09675608
612365,0.051806863
452212,0.12691483
548980,0.05237301
637219,0.09509109
496040,0.05560244
149408,0.0957544
564291,0.074791886
697926,0.33833882
974065,0.088948056
470741,0.05937454
625429,0.07396507
274464,0.0848803
218243,0.078968495
349867,0.05073427
915802,0.07868881
865173,0.1632316
763185,0.088837236
688279,0.05762902
537877,0.06765092
210987,0.09173559
343499,0.07768811
701209,0.090839125
820699,0.089071944
831281,0.04966335
751394,0.096478604
842371,0.07315764
396519,0.049572553
441613,0.07408666
207747,0.370235
736192,0.049097896
903200,0.05094904
116348,0.10161879
112359,0.085328594
464366,0.08862056
497164,0.07442072
360139,0.0681057
451461,0.066285454
623404,0.120796114
863113,0.08577217
770499,0.14886972
661022,0.09670671
413840,0.05778947
457207,0.09187183
346243,0.10243191
238390,0.08509485
156236,0.08549442
621559,0.07881448
627511,0.12864624
180035,0.076454
909940,0.10524138
681269,0.054474592
397126,0.0679796
482177,0.17836788
819528,0.070713855
993876,0.07374822
571964,0.085605174
417595,0.070907675
299935,0.060299277
804997,0.068049505
828717,0.22124286
192785,0.07775417
828694,0.08442093
133758,0.14317541
698895,0.089855514
368621,0.12118402
715804,0.054570105
798284,0.09080767
815135,0.08832991
459598,0.05504599
456521,0.050790336
460720,0.051415175
411469,0.08924972
615693,0.117753066
700599,0.10843626
385307,0.059118044
548594,0.056258127
634392,0.082550146
501329,0.079701915
262002,0.05709355
764830,0.10983112
858524,0.060650993
444747,0.08599931
187303,0.37012687
710975,0.0830317
827345,0.05828158
106817,0.081346214
133045,0.09099784
227332,0.12801701
883056,0.09949352
922180,0.05542097
658237,0.08287927
819642,0.34316686
626076,0.0799951
987542,0.35322294
610200,0.06920597
704985,0.13977307
446017,0.09013856
864559,0.25750375
861800,0.08587146
606607,0.09456541
514663,0.08705117
733149,0.05782447
389678,0.09303396
376093,0.06994457
447426,0.057195295
212777,0.061485
342388,0.09521015
173497,0.09193445
178466,0.08068378
209080,0.13576056
399182,0.06781668
670793,0.08488469
862071,0.07796876
797640,0.117287405
681277,0.07861934
187784,0.08761714
964311,0.09433054
630305,0.07751544
204512,0.07978125
415832,0.051904097
467216,0.082738385
184273,0.07859503
545582,0.066755116
408417,0.07790977
160141,0.05642064
342082,0.12340108
458014,0.08298588
667401,0.09000485
379252,0.09194034
740634,0.063614614
947798,0.05527101
494950,0.08675254
672504,0.07588676
641605,0.12918812
959956,0.08603309
376125,0.0889393
527605,0.1304981
970655,0.09161751
599474,0.051306758
473503,0.057695035
119540,0.101106
565112,0.07859996
610996,0.07184298
270150,0.2437731
359650,0.07820318
656906,0.07626865
642046,0.059449453
901483,0.38358697
662756,0.09078536
832294,0.0734003
430839,0.09362435
110682,0.73155093
173895,0.07304661
541484,0.08946546
188571,0.088182434
381837,0.086387716
651639,0.2706359
117142,0.4301288
620811,0.089692354
703546,0.119878344
930901,0.0803287
509049,0.10915749
816282,0.20217597
753071,0.06014416
896774,0.06287028
425529,0.0630353
554473,0.05984422
319788,0.0825108
981023,0.07208136
709732,0.0855746
460781,0.37205064
783091,0.051571295
412928,0.07035974
969127,0.3821853
870848,0.08927585
444193,0.05169921
464893,0.052784614
205892,0.19954666
854380,0.08073638
781515,0.108304396
725635,0.075385764
235775,0.08269859
435732,0.06813268
343242,0.051563025
831107,0.14410758
353154,0.09805507
128420,0.3404808
